# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 249         4.979       52.644      -2.40       Berkhout    
# 269         5.520       52.458      -3.70       Lelystad    
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# Q         : Globale straling (in J/cm2) per uurvak / Global radiation (in J/cm2) during the hourly division
# STN,YYYYMMDD,   HH,    Q
  249,20231130,   20,    0
  249,20231130,   21,    0
  249,20231130,   22,    0
  249,20231130,   23,    0
  249,20231130,   24,    0
  249,20231201,    1,    0
  249,20231201,    2,    0
  249,20231201,    3,    0
  249,20231201,    4,    0
  249,20231201,    5,    0
  249,20231201,    6,    0
  249,20231201,    7,    0
  249,20231201,    8,    2
  249,20231201,    9,   36
  249,20231201,   10,   81
  249,20231201,   11,   93
  249,20231201,   12,   91
  249,20231201,   13,   82
  249,20231201,   14,   58
  249,20231201,   15,   26
  249,20231201,   16,    2
  249,20231201,   17,    0
  249,20231201,   18,    0
  249,20231201,   19,    0
  249,20231201,   20,    0
  249,20231201,   21,    0
  249,20231201,   22,    0
  249,20231201,   23,    0
  249,20231201,   24,    0
  249,20231202,    1,    0
  249,20231202,    2,    0
  249,20231202,    3,    0
  249,20231202,    4,    0
  249,20231202,    5,    0
  249,20231202,    6,    0
  249,20231202,    7,    0
  249,20231202,    8,    1
  249,20231202,    9,    6
  249,20231202,   10,   27
  249,20231202,   11,   89
  249,20231202,   12,   87
  249,20231202,   13,   45
  249,20231202,   14,   38
  249,20231202,   15,   12
  249,20231202,   16,    1
  249,20231202,   17,    0
  249,20231202,   18,    0
  249,20231202,   19,    0
  249,20231202,   20,    0
  249,20231202,   21,    0
  249,20231202,   22,    0
  249,20231202,   23,    0
  249,20231202,   24,    0
  249,20231203,    1,    0
  249,20231203,    2,    0
  249,20231203,    3,    0
  249,20231203,    4,    0
  249,20231203,    5,    0
  249,20231203,    6,    0
  249,20231203,    7,    0
  249,20231203,    8,    4
  249,20231203,    9,   32
  249,20231203,   10,   58
  249,20231203,   11,   69
  249,20231203,   12,   43
  249,20231203,   13,   25
  249,20231203,   14,   33
  249,20231203,   15,   15
  249,20231203,   16,    1
  249,20231203,   17,    0
  249,20231203,   18,    0
  249,20231203,   19,    0
  249,20231203,   20,    0
  249,20231203,   21,    0
  249,20231203,   22,    0
  249,20231203,   23,    0
  249,20231203,   24,    0
  249,20231204,    1,    0
  249,20231204,    2,    0
  249,20231204,    3,    0
  249,20231204,    4,    0
  249,20231204,    5,    0
  249,20231204,    6,    0
  249,20231204,    7,    0
  249,20231204,    8,    1
  249,20231204,    9,    9
  249,20231204,   10,   26
  249,20231204,   11,   20
  249,20231204,   12,   28
  249,20231204,   13,   24
  249,20231204,   14,   19
  249,20231204,   15,   13
  249,20231204,   16,    2
  249,20231204,   17,    0
  249,20231204,   18,    0
  249,20231204,   19,    0
  249,20231204,   20,    0
  249,20231204,   21,    0
  249,20231204,   22,    0
  249,20231204,   23,    0
  249,20231204,   24,    0
  249,20231205,    1,    0
  249,20231205,    2,    0
  249,20231205,    3,    0
  249,20231205,    4,    0
  249,20231205,    5,    0
  249,20231205,    6,    0
  249,20231205,    7,    0
  249,20231205,    8,    1
  249,20231205,    9,   11
  249,20231205,   10,   20
  249,20231205,   11,   17
  249,20231205,   12,   19
  249,20231205,   13,   19
  249,20231205,   14,   15
  249,20231205,   15,   10
  249,20231205,   16,    1
  249,20231205,   17,    0
  249,20231205,   18,    0
  249,20231205,   19,    0
  249,20231205,   20,    0
  249,20231205,   21,    0
  249,20231205,   22,    0
  249,20231205,   23,    0
  249,20231205,   24,    0
  249,20231206,    1,    0
  249,20231206,    2,    0
  249,20231206,    3,    0
  249,20231206,    4,    0
  249,20231206,    5,    0
  249,20231206,    6,    0
  249,20231206,    7,    0
  249,20231206,    8,    1
  249,20231206,    9,   24
  249,20231206,   10,   39
  249,20231206,   11,   30
  249,20231206,   12,   27
  249,20231206,   13,   71
  249,20231206,   14,   19
  249,20231206,   15,   13
  249,20231206,   16,    1
  249,20231206,   17,    0
  249,20231206,   18,    0
  249,20231206,   19,    0
  249,20231206,   20,    0
  249,20231206,   21,    0
  249,20231206,   22,    0
  249,20231206,   23,    0
  249,20231206,   24,    0
  249,20231207,    1,    0
  249,20231207,    2,    0
  249,20231207,    3,    0
  249,20231207,    4,    0
  249,20231207,    5,    0
  249,20231207,    6,    0
  249,20231207,    7,    0
  249,20231207,    8,    2
  249,20231207,    9,   13
  249,20231207,   10,   19
  249,20231207,   11,   22
  249,20231207,   12,   19
  249,20231207,   13,   15
  249,20231207,   14,    9
  249,20231207,   15,    5
  249,20231207,   16,    1
  249,20231207,   17,    0
  249,20231207,   18,    0
  249,20231207,   19,    0
  249,20231207,   20,    0
  249,20231207,   21,    0
  249,20231207,   22,    0
  249,20231207,   23,    0
  249,20231207,   24,    0
  249,20231208,    1,    0
  249,20231208,    2,    0
  249,20231208,    3,    0
  249,20231208,    4,    0
  249,20231208,    5,    0
  249,20231208,    6,    0
  249,20231208,    7,    0
  249,20231208,    8,    0
  249,20231208,    9,    3
  249,20231208,   10,   10
  249,20231208,   11,   19
  249,20231208,   12,   15
  249,20231208,   13,   16
  249,20231208,   14,   14
  249,20231208,   15,    6
  249,20231208,   16,    1
  249,20231208,   17,    0
  249,20231208,   18,    0
  249,20231208,   19,    0
  249,20231208,   20,    0
  249,20231208,   21,    0
  249,20231208,   22,    0
  249,20231208,   23,    0
  249,20231208,   24,    0
  249,20231209,    1,    0
  249,20231209,    2,    0
  249,20231209,    3,    0
  249,20231209,    4,    0
  249,20231209,    5,    0
  249,20231209,    6,    0
  249,20231209,    7,    0
  249,20231209,    8,    0
  249,20231209,    9,    5
  249,20231209,   10,    9
  249,20231209,   11,   11
  249,20231209,   12,   18
  249,20231209,   13,   10
  249,20231209,   14,    8
  249,20231209,   15,    2
  249,20231209,   16,    0
  249,20231209,   17,    0
  249,20231209,   18,    0
  249,20231209,   19,    0
  249,20231209,   20,    0
  249,20231209,   21,    0
  249,20231209,   22,    0
  249,20231209,   23,    0
  249,20231209,   24,    0
  249,20231210,    1,    0
  249,20231210,    2,    0
  249,20231210,    3,    0
  249,20231210,    4,    0
  249,20231210,    5,    0
  249,20231210,    6,    0
  249,20231210,    7,    0
  249,20231210,    8,    0
  249,20231210,    9,    4
  249,20231210,   10,    8
  249,20231210,   11,   31
  249,20231210,   12,   35
  249,20231210,   13,   35
  249,20231210,   14,   20
  249,20231210,   15,    6
  249,20231210,   16,    0
  249,20231210,   17,    0
  249,20231210,   18,    0
  249,20231210,   19,    0
  249,20231210,   20,    0
  249,20231210,   21,    0
  249,20231210,   22,    0
  249,20231210,   23,    0
  249,20231210,   24,    0
  249,20231211,    1,    0
  249,20231211,    2,    0
  249,20231211,    3,    0
  249,20231211,    4,    0
  249,20231211,    5,    0
  249,20231211,    6,    0
  249,20231211,    7,    0
  249,20231211,    8,    1
  249,20231211,    9,    6
  249,20231211,   10,   16
  249,20231211,   11,   35
  249,20231211,   12,   48
  249,20231211,   13,   35
  249,20231211,   14,   30
  249,20231211,   15,   18
  249,20231211,   16,    2
  249,20231211,   17,    0
  249,20231211,   18,    0
  249,20231211,   19,    0
  249,20231211,   20,    0
  249,20231211,   21,    0
  249,20231211,   22,    0
  249,20231211,   23,    0
  249,20231211,   24,    0
  249,20231212,    1,    0
  249,20231212,    2,    0
  249,20231212,    3,    0
  249,20231212,    4,    0
  249,20231212,    5,    0
  249,20231212,    6,    0
  249,20231212,    7,    0
  249,20231212,    8,    1
  249,20231212,    9,    8
  249,20231212,   10,   16
  249,20231212,   11,   16
  249,20231212,   12,   27
  249,20231212,   13,   18
  249,20231212,   14,    8
  249,20231212,   15,    3
  249,20231212,   16,    1
  249,20231212,   17,    0
  249,20231212,   18,    0
  249,20231212,   19,    0
  249,20231212,   20,    0
  249,20231212,   21,    0
  249,20231212,   22,    0
  249,20231212,   23,    0
  249,20231212,   24,    0
  249,20231213,    1,    0
  249,20231213,    2,    0
  249,20231213,    3,    0
  249,20231213,    4,    0
  249,20231213,    5,    0
  249,20231213,    6,    0
  249,20231213,    7,    0
  249,20231213,    8,    1
  249,20231213,    9,   17
  249,20231213,   10,   38
  249,20231213,   11,   43
  249,20231213,   12,   40
  249,20231213,   13,   27
  249,20231213,   14,   13
  249,20231213,   15,    4
  249,20231213,   16,    1
  249,20231213,   17,    0
  249,20231213,   18,    0
  249,20231213,   19,    0
  249,20231213,   20,    0
  249,20231213,   21,    0
  249,20231213,   22,    0
  249,20231213,   23,    0
  249,20231213,   24,    0
  249,20231214,    1,    0
  249,20231214,    2,    0
  249,20231214,    3,    0
  249,20231214,    4,    0
  249,20231214,    5,    0
  249,20231214,    6,    0
  249,20231214,    7,    0
  249,20231214,    8,    1
  249,20231214,    9,   18
  249,20231214,   10,   47
  249,20231214,   11,   39
  249,20231214,   12,   52
  249,20231214,   13,   39
  249,20231214,   14,   23
  249,20231214,   15,    5
  249,20231214,   16,    0
  249,20231214,   17,    0
  249,20231214,   18,    0
  249,20231214,   19,    0
  249,20231214,   20,    0
  249,20231214,   21,    0
  249,20231214,   22,    0
  249,20231214,   23,    0
  249,20231214,   24,    0
  249,20231215,    1,    0
  249,20231215,    2,    0
  249,20231215,    3,    0
  249,20231215,    4,    0
  249,20231215,    5,    0
  249,20231215,    6,    0
  249,20231215,    7,    0
  249,20231215,    8,    1
  249,20231215,    9,    9
  249,20231215,   10,   22
  249,20231215,   11,   35
  249,20231215,   12,   37
  249,20231215,   13,   35
  249,20231215,   14,   23
  249,20231215,   15,    8
  249,20231215,   16,    1
  249,20231215,   17,    0
  249,20231215,   18,    0
  249,20231215,   19,    0
  249,20231215,   20,    0
  249,20231215,   21,    0
  249,20231215,   22,    0
  249,20231215,   23,    0
  249,20231215,   24,    0
  249,20231216,    1,    0
  249,20231216,    2,    0
  249,20231216,    3,    0
  249,20231216,    4,    0
  249,20231216,    5,    0
  249,20231216,    6,    0
  249,20231216,    7,    0
  249,20231216,    8,    1
  249,20231216,    9,    4
  249,20231216,   10,    6
  249,20231216,   11,    7
  249,20231216,   12,   16
  249,20231216,   13,   19
  249,20231216,   14,   13
  249,20231216,   15,    5
  249,20231216,   16,    1
  249,20231216,   17,    0
  249,20231216,   18,    0
  249,20231216,   19,    0
  249,20231216,   20,    0
  249,20231216,   21,    0
  249,20231216,   22,    0
  249,20231216,   23,    0
  249,20231216,   24,    0
  249,20231217,    1,    0
  249,20231217,    2,    0
  249,20231217,    3,    0
  249,20231217,    4,    0
  249,20231217,    5,    0
  249,20231217,    6,    0
  249,20231217,    7,    0
  249,20231217,    8,    0
  249,20231217,    9,    5
  249,20231217,   10,   15
  249,20231217,   11,   34
  249,20231217,   12,   65
  249,20231217,   13,   70
  249,20231217,   14,   51
  249,20231217,   15,   23
  249,20231217,   16,    2
  249,20231217,   17,    0
  249,20231217,   18,    0
  249,20231217,   19,    0
  249,20231217,   20,    0
  249,20231217,   21,    0
  249,20231217,   22,    0
  249,20231217,   23,    0
  249,20231217,   24,    0
  249,20231218,    1,    0
  249,20231218,    2,    0
  249,20231218,    3,    0
  249,20231218,    4,    0
  249,20231218,    5,    0
  249,20231218,    6,    0
  249,20231218,    7,    0
  249,20231218,    8,    1
  249,20231218,    9,    6
  249,20231218,   10,   16
  249,20231218,   11,   28
  249,20231218,   12,   31
  249,20231218,   13,   27
  249,20231218,   14,   18
  249,20231218,   15,    8
  249,20231218,   16,    1
  249,20231218,   17,    0
  249,20231218,   18,    0
  249,20231218,   19,    0
  249,20231218,   20,    0
  249,20231218,   21,    0
  249,20231218,   22,    0
  249,20231218,   23,    0
  249,20231218,   24,    0
  249,20231219,    1,    0
  249,20231219,    2,    0
  249,20231219,    3,    0
  249,20231219,    4,    0
  249,20231219,    5,    0
  249,20231219,    6,    0
  249,20231219,    7,    0
  249,20231219,    8,    0
  249,20231219,    9,    1
  249,20231219,   10,    6
  249,20231219,   11,   13
  249,20231219,   12,   10
  249,20231219,   13,   12
  249,20231219,   14,   11
  249,20231219,   15,    3
  249,20231219,   16,    0
  249,20231219,   17,    0
  249,20231219,   18,    0
  249,20231219,   19,    0
  249,20231219,   20,    0
  249,20231219,   21,    0
  249,20231219,   22,    0
  249,20231219,   23,    0
  249,20231219,   24,    0
  249,20231220,    1,    0
  249,20231220,    2,    0
  249,20231220,    3,    0
  249,20231220,    4,    0
  249,20231220,    5,    0
  249,20231220,    6,    0
  249,20231220,    7,    0
  249,20231220,    8,    0
  249,20231220,    9,    9
  249,20231220,   10,   27
  249,20231220,   11,   55
  249,20231220,   12,   29
  249,20231220,   13,   26
  249,20231220,   14,   20
  249,20231220,   15,   10
  249,20231220,   16,    1
  249,20231220,   17,    0
  249,20231220,   18,    0
  249,20231220,   19,    0
  249,20231220,   20,    0
  249,20231220,   21,    0
  249,20231220,   22,    0
  249,20231220,   23,    0
  249,20231220,   24,    0
  249,20231221,    1,    0
  249,20231221,    2,    0
  249,20231221,    3,    0
  249,20231221,    4,    0
  249,20231221,    5,    0
  249,20231221,    6,    0
  249,20231221,    7,    0
  249,20231221,    8,    0
  249,20231221,    9,    2
  249,20231221,   10,    8
  249,20231221,   11,   12
  249,20231221,   12,   18
  249,20231221,   13,   23
  249,20231221,   14,   34
  249,20231221,   15,   19
  249,20231221,   16,    1
  249,20231221,   17,    0
  249,20231221,   18,    0
  249,20231221,   19,    0
  249,20231221,   20,    0
  249,20231221,   21,    0
  249,20231221,   22,    0
  249,20231221,   23,    0
  249,20231221,   24,    0
  249,20231222,    1,    0
  249,20231222,    2,    0
  249,20231222,    3,    0
  249,20231222,    4,    0
  249,20231222,    5,    0
  249,20231222,    6,    0
  249,20231222,    7,    0
  249,20231222,    8,    0
  249,20231222,    9,    7
  249,20231222,   10,   16
  249,20231222,   11,   23
  249,20231222,   12,   32
  249,20231222,   13,   25
  249,20231222,   14,   18
  249,20231222,   15,    7
  249,20231222,   16,    0
  249,20231222,   17,    0
  249,20231222,   18,    0
  249,20231222,   19,    0
  249,20231222,   20,    0
  249,20231222,   21,    0
  249,20231222,   22,    0
  249,20231222,   23,    0
  249,20231222,   24,    0
  249,20231223,    1,    0
  249,20231223,    2,    0
  249,20231223,    3,    0
  249,20231223,    4,    0
  249,20231223,    5,    0
  249,20231223,    6,    0
  249,20231223,    7,    0
  249,20231223,    8,    0
  249,20231223,    9,    4
  249,20231223,   10,    8
  249,20231223,   11,   14
  249,20231223,   12,   30
  249,20231223,   13,   33
  249,20231223,   14,   17
  249,20231223,   15,   14
  249,20231223,   16,    1
  249,20231223,   17,    0
  249,20231223,   18,    0
  249,20231223,   19,    0
  249,20231223,   20,    0
  249,20231223,   21,    0
  249,20231223,   22,    0
  249,20231223,   23,    0
  249,20231223,   24,    0
  249,20231224,    1,    0
  249,20231224,    2,    0
  249,20231224,    3,    0
  249,20231224,    4,    0
  249,20231224,    5,    0
  249,20231224,    6,    0
  249,20231224,    7,    0
  249,20231224,    8,    0
  249,20231224,    9,    4
  249,20231224,   10,   11
  249,20231224,   11,   11
  249,20231224,   12,   14
  249,20231224,   13,    7
  249,20231224,   14,    4
  249,20231224,   15,    2
  249,20231224,   16,    1
  249,20231224,   17,    0
  249,20231224,   18,    0
  249,20231224,   19,    0
  249,20231224,   20,    0
  249,20231224,   21,    0
  249,20231224,   22,    0
  249,20231224,   23,    0
  249,20231224,   24,    0
  249,20231225,    1,    0
  249,20231225,    2,    0
  249,20231225,    3,    0
  249,20231225,    4,    0
  249,20231225,    5,    0
  249,20231225,    6,    0
  249,20231225,    7,    0
  249,20231225,    8,    0
  249,20231225,    9,    9
  249,20231225,   10,   16
  249,20231225,   11,   39
  249,20231225,   12,   51
  249,20231225,   13,   53
  249,20231225,   14,   34
  249,20231225,   15,    9
  249,20231225,   16,    1
  249,20231225,   17,    0
  249,20231225,   18,    0
  249,20231225,   19,    0
  249,20231225,   20,    0
  249,20231225,   21,    0
  249,20231225,   22,    0
  249,20231225,   23,    0
  249,20231225,   24,    0
  249,20231226,    1,    0
  249,20231226,    2,    0
  249,20231226,    3,    0
  249,20231226,    4,    0
  249,20231226,    5,    0
  249,20231226,    6,    0
  249,20231226,    7,    0
  249,20231226,    8,    0
  249,20231226,    9,    8
  249,20231226,   10,   22
  249,20231226,   11,   34
  249,20231226,   12,   28
  249,20231226,   13,   39
  249,20231226,   14,   26
  249,20231226,   15,    8
  249,20231226,   16,    1
  249,20231226,   17,    0
  249,20231226,   18,    0
  249,20231226,   19,    0
  249,20231226,   20,    0
  249,20231226,   21,    0
  249,20231226,   22,    0
  249,20231226,   23,    0
  249,20231226,   24,    0
  249,20231227,    1,    0
  249,20231227,    2,    0
  249,20231227,    3,    0
  249,20231227,    4,    0
  249,20231227,    5,    0
  249,20231227,    6,    0
  249,20231227,    7,    0
  249,20231227,    8,    0
  249,20231227,    9,    2
  249,20231227,   10,    5
  249,20231227,   11,    6
  249,20231227,   12,    7
  249,20231227,   13,    6
  249,20231227,   14,   11
  249,20231227,   15,    9
  249,20231227,   16,    1
  249,20231227,   17,    0
  249,20231227,   18,    0
  249,20231227,   19,    0
  249,20231227,   20,    0
  249,20231227,   21,    0
  249,20231227,   22,    0
  249,20231227,   23,    0
  249,20231227,   24,    0
  249,20231228,    1,    0
  249,20231228,    2,    0
  249,20231228,    3,    0
  249,20231228,    4,    0
  249,20231228,    5,    0
  249,20231228,    6,    0
  249,20231228,    7,    0
  249,20231228,    8,    0
  249,20231228,    9,    9
  249,20231228,   10,   19
  249,20231228,   11,   36
  249,20231228,   12,   47
  249,20231228,   13,   29
  249,20231228,   14,   19
  249,20231228,   15,   14
  249,20231228,   16,    1
  249,20231228,   17,    0
  249,20231228,   18,    0
  249,20231228,   19,    0
  249,20231228,   20,    0
  249,20231228,   21,    0
  249,20231228,   22,    0
  249,20231228,   23,    0
  249,20231228,   24,    0
  249,20231229,    1,    0
  249,20231229,    2,    0
  249,20231229,    3,    0
  249,20231229,    4,    0
  249,20231229,    5,    0
  249,20231229,    6,    0
  249,20231229,    7,    0
  249,20231229,    8,    0
  249,20231229,    9,    6
  249,20231229,   10,   23
  249,20231229,   11,   30
  249,20231229,   12,   34
  249,20231229,   13,   33
  249,20231229,   14,   17
  249,20231229,   15,   11
  249,20231229,   16,    2
  249,20231229,   17,    0
  249,20231229,   18,    0
  249,20231229,   19,    0
  249,20231229,   20,    0
  249,20231229,   21,    0
  249,20231229,   22,    0
  249,20231229,   23,    0
  249,20231229,   24,    0
  249,20231230,    1,    0
  249,20231230,    2,    0
  249,20231230,    3,    0
  249,20231230,    4,    0
  249,20231230,    5,    0
  249,20231230,    6,    0
  249,20231230,    7,    0
  249,20231230,    8,    0
  249,20231230,    9,   12
  249,20231230,   10,   29
  249,20231230,   11,   36
  249,20231230,   12,   31
  249,20231230,   13,   22
  249,20231230,   14,   13
  249,20231230,   15,    3
  249,20231230,   16,    0
  249,20231230,   17,    0
  249,20231230,   18,    0
  249,20231230,   19,    0
  249,20231230,   20,    0
  249,20231230,   21,    0
  249,20231230,   22,    0
  249,20231230,   23,    0
  249,20231230,   24,    0
  249,20231231,    1,    0
  249,20231231,    2,    0
  249,20231231,    3,    0
  249,20231231,    4,    0
  249,20231231,    5,    0
  249,20231231,    6,    0
  249,20231231,    7,    0
  249,20231231,    8,    0
  249,20231231,    9,    2
  249,20231231,   10,    5
  249,20231231,   11,   34
  249,20231231,   12,   20
  249,20231231,   13,   35
  249,20231231,   14,   14
  249,20231231,   15,    6
  249,20231231,   16,    1
  249,20231231,   17,    0
  249,20231231,   18,    0
  249,20231231,   19,    0
  249,20231231,   20,    0
  249,20231231,   21,    0
  249,20231231,   22,    0
  249,20231231,   23,    0
  249,20231231,   24,    0
  269,20230101,    1,    0
  269,20230101,    2,    0
  269,20230101,    3,    0
  269,20230101,    4,    0
  269,20230101,    5,    0
  269,20230101,    6,    0
  269,20230101,    7,    0
  269,20230101,    8,    0
  269,20230101,    9,    6
  269,20230101,   10,   32
  269,20230101,   11,   56
  269,20230101,   12,   50
  269,20230101,   13,   28
  269,20230101,   14,   19
  269,20230101,   15,   10
  269,20230101,   16,    1
  269,20230101,   17,    0
  269,20230101,   18,    0
  269,20230101,   19,    0
  269,20230101,   20,    0
  269,20230101,   21,    0
  269,20230101,   22,    0
  269,20230101,   23,    0
  269,20230101,   24,    0
  269,20230102,    1,    0
  269,20230102,    2,    0
  269,20230102,    3,    0
  269,20230102,    4,    0
  269,20230102,    5,    0
  269,20230102,    6,    0
  269,20230102,    7,    0
  269,20230102,    8,    0
  269,20230102,    9,    3
  269,20230102,   10,   16
  269,20230102,   11,   28
  269,20230102,   12,   35
  269,20230102,   13,   27
  269,20230102,   14,   18
  269,20230102,   15,    5
  269,20230102,   16,    2
  269,20230102,   17,    0
  269,20230102,   18,    0
  269,20230102,   19,    0
  269,20230102,   20,    0
  269,20230102,   21,    0
  269,20230102,   22,    0
  269,20230102,   23,    0
  269,20230102,   24,    0
  269,20230103,    1,    0
  269,20230103,    2,    0
  269,20230103,    3,    0
  269,20230103,    4,    0
  269,20230103,    5,    0
  269,20230103,    6,    0
  269,20230103,    7,    0
  269,20230103,    8,    0
  269,20230103,    9,    8
  269,20230103,   10,   27
  269,20230103,   11,   22
  269,20230103,   12,   19
  269,20230103,   13,   16
  269,20230103,   14,   14
  269,20230103,   15,   11
  269,20230103,   16,    2
  269,20230103,   17,    0
  269,20230103,   18,    0
  269,20230103,   19,    0
  269,20230103,   20,    0
  269,20230103,   21,    0
  269,20230103,   22,    0
  269,20230103,   23,    0
  269,20230103,   24,    0
  269,20230104,    1,    0
  269,20230104,    2,    0
  269,20230104,    3,    0
  269,20230104,    4,    0
  269,20230104,    5,    0
  269,20230104,    6,    0
  269,20230104,    7,    0
  269,20230104,    8,    0
  269,20230104,    9,    2
  269,20230104,   10,    6
  269,20230104,   11,   17
  269,20230104,   12,   16
  269,20230104,   13,   26
  269,20230104,   14,   27
  269,20230104,   15,   11
  269,20230104,   16,    2
  269,20230104,   17,    0
  269,20230104,   18,    0
  269,20230104,   19,    0
  269,20230104,   20,    0
  269,20230104,   21,    0
  269,20230104,   22,    0
  269,20230104,   23,    0
  269,20230104,   24,    0
  269,20230105,    1,    0
  269,20230105,    2,    0
  269,20230105,    3,    0
  269,20230105,    4,    0
  269,20230105,    5,    0
  269,20230105,    6,    0
  269,20230105,    7,    0
  269,20230105,    8,    0
  269,20230105,    9,    6
  269,20230105,   10,   16
  269,20230105,   11,   28
  269,20230105,   12,   32
  269,20230105,   13,   39
  269,20230105,   14,   43
  269,20230105,   15,   14
  269,20230105,   16,    2
  269,20230105,   17,    0
  269,20230105,   18,    0
  269,20230105,   19,    0
  269,20230105,   20,    0
  269,20230105,   21,    0
  269,20230105,   22,    0
  269,20230105,   23,    0
  269,20230105,   24,    0
  269,20230106,    1,    0
  269,20230106,    2,    0
  269,20230106,    3,    0
  269,20230106,    4,    0
  269,20230106,    5,    0
  269,20230106,    6,    0
  269,20230106,    7,    0
  269,20230106,    8,    0
  269,20230106,    9,   15
  269,20230106,   10,   48
  269,20230106,   11,   73
  269,20230106,   12,   59
  269,20230106,   13,   40
  269,20230106,   14,   24
  269,20230106,   15,   13
  269,20230106,   16,    2
  269,20230106,   17,    0
  269,20230106,   18,    0
  269,20230106,   19,    0
  269,20230106,   20,    0
  269,20230106,   21,    0
  269,20230106,   22,    0
  269,20230106,   23,    0
  269,20230106,   24,    0
  269,20230107,    1,    0
  269,20230107,    2,    0
  269,20230107,    3,    0
  269,20230107,    4,    0
  269,20230107,    5,    0
  269,20230107,    6,    0
  269,20230107,    7,    0
  269,20230107,    8,    1
  269,20230107,    9,   12
  269,20230107,   10,   29
  269,20230107,   11,   36
  269,20230107,   12,   79
  269,20230107,   13,   58
  269,20230107,   14,   37
  269,20230107,   15,   18
  269,20230107,   16,    2
  269,20230107,   17,    0
  269,20230107,   18,    0
  269,20230107,   19,    0
  269,20230107,   20,    0
  269,20230107,   21,    0
  269,20230107,   22,    0
  269,20230107,   23,    0
  269,20230107,   24,    0
  269,20230108,    1,    0
  269,20230108,    2,    0
  269,20230108,    3,    0
  269,20230108,    4,    0
  269,20230108,    5,    0
  269,20230108,    6,    0
  269,20230108,    7,    0
  269,20230108,    8,    0
  269,20230108,    9,   14
  269,20230108,   10,   47
  269,20230108,   11,   63
  269,20230108,   12,   60
  269,20230108,   13,   44
  269,20230108,   14,   56
  269,20230108,   15,   29
  269,20230108,   16,    5
  269,20230108,   17,    0
  269,20230108,   18,    0
  269,20230108,   19,    0
  269,20230108,   20,    0
  269,20230108,   21,    0
  269,20230108,   22,    0
  269,20230108,   23,    0
  269,20230108,   24,    0
  269,20230109,    1,    0
  269,20230109,    2,    0
  269,20230109,    3,    0
  269,20230109,    4,    0
  269,20230109,    5,    0
  269,20230109,    6,    0
  269,20230109,    7,    0
  269,20230109,    8,    0
  269,20230109,    9,    4
  269,20230109,   10,   26
  269,20230109,   11,   13
  269,20230109,   12,   41
  269,20230109,   13,   51
  269,20230109,   14,   29
  269,20230109,   15,   31
  269,20230109,   16,    6
  269,20230109,   17,    0
  269,20230109,   18,    0
  269,20230109,   19,    0
  269,20230109,   20,    0
  269,20230109,   21,    0
  269,20230109,   22,    0
  269,20230109,   23,    0
  269,20230109,   24,    0
  269,20230110,    1,    0
  269,20230110,    2,    0
  269,20230110,    3,    0
  269,20230110,    4,    0
  269,20230110,    5,    0
  269,20230110,    6,    0
  269,20230110,    7,    0
  269,20230110,    8,    1
  269,20230110,    9,   13
  269,20230110,   10,   23
  269,20230110,   11,   30
  269,20230110,   12,   23
  269,20230110,   13,   19
  269,20230110,   14,   12
  269,20230110,   15,    6
  269,20230110,   16,    0
  269,20230110,   17,    0
  269,20230110,   18,    0
  269,20230110,   19,    0
  269,20230110,   20,    0
  269,20230110,   21,    0
  269,20230110,   22,    0
  269,20230110,   23,    0
  269,20230110,   24,    0
  269,20230111,    1,    0
  269,20230111,    2,    0
  269,20230111,    3,    0
  269,20230111,    4,    0
  269,20230111,    5,    0
  269,20230111,    6,    0
  269,20230111,    7,    0
  269,20230111,    8,    0
  269,20230111,    9,    4
  269,20230111,   10,   46
  269,20230111,   11,   74
  269,20230111,   12,   79
  269,20230111,   13,   46
  269,20230111,   14,   47
  269,20230111,   15,   33
  269,20230111,   16,    6
  269,20230111,   17,    0
  269,20230111,   18,    0
  269,20230111,   19,    0
  269,20230111,   20,    0
  269,20230111,   21,    0
  269,20230111,   22,    0
  269,20230111,   23,    0
  269,20230111,   24,    0
  269,20230112,    1,    0
  269,20230112,    2,    0
  269,20230112,    3,    0
  269,20230112,    4,    0
  269,20230112,    5,    0
  269,20230112,    6,    0
  269,20230112,    7,    0
  269,20230112,    8,    0
  269,20230112,    9,    3
  269,20230112,   10,    9
