WAARNEMINGDATUM HH NTU_h
2020-01-04 09 427.25
2020-01-04 10 449.833333333333
2020-01-04 11 421.583333333333
2020-01-04 12 430.833333333333
2020-01-04 13 512.8
2020-01-04 14 561
2020-01-04 15 486.666666666667
2020-01-04 16 617.5
2020-01-04 17 521.083333333333
2020-01-04 18 478.833333333333
2020-01-04 19 451.083333333333
2020-01-04 20 496.583333333333
2020-01-04 21 398.916666666667
2020-01-04 22 516.5
2020-01-04 23 508.416666666667
2021-01-04 00 270.5
2021-01-04 01 192.666666666667
2021-01-04 02 196.333333333333
2021-01-04 03 38
2021-01-04 04 40
2021-01-04 06 275
2021-01-04 07 507
2021-01-04 09 46
2021-01-04 10 47
2021-01-04 13 48.6666666666667
2021-01-04 14 48.5
2021-01-04 15 282
2021-01-04 16 49
2021-01-04 17 506
2021-01-04 20 49
2021-01-04 22 510
2021-01-04 23 201.333333333333
2020-02-04 00 821.8
2020-02-04 01 88.3333333333333
2020-02-04 02 31
2020-02-04 03 78
2020-02-04 05 34
2020-02-04 06 93
2020-02-04 07 35
2020-02-04 08 77
2020-02-04 09 79
2020-02-04 12 34
2020-02-04 14 32
2020-02-04 15 34.5
2020-02-04 16 45.6666666666667
2020-02-04 18 200
2020-02-04 19 55
2020-02-04 20 26
2020-02-04 21 72.75
2020-02-04 22 55.3333333333333
2020-02-04 23 111
2021-02-04 01 14
2021-02-04 02 16
2021-02-04 03 17
2021-02-04 05 23
2021-02-04 06 25
2021-02-04 07 23
2021-02-04 08 25
2021-02-04 09 22
2021-02-04 12 19
2021-02-04 13 20
2021-02-04 14 17
2021-02-04 15 16
2021-02-04 16 15.5
2021-02-04 17 16
2021-02-04 18 15.6666666666667
2021-02-04 19 16
2021-02-04 20 14
2021-02-04 21 14
2021-02-04 22 15.5
2021-02-04 23 14.5
2020-03-04 00 56.5
2020-03-04 02 55
2020-03-04 03 54
2020-03-04 06 46
2020-03-04 08 42
2020-03-04 10 39
2020-03-04 12 39
2020-03-04 14 39
2020-03-04 15 42
2020-03-04 17 37
2020-03-04 18 36.5
2020-03-04 20 36
2020-03-04 22 35
2020-04-04 00 24
2020-04-04 02 23
2020-04-04 03 23
2020-04-04 05 25
2020-04-04 06 25
2020-04-04 09 27
2020-04-04 10 28
2020-04-04 16 24
2020-04-04 19 22
2020-04-04 22 20
2021-04-04 00 42
2021-04-04 01 40
2021-04-04 02 39.5
2021-04-04 05 34.3333333333333
2021-04-04 06 35.3333333333333
2021-04-04 09 30.5
2021-04-04 10 30
2021-04-04 11 32
2021-04-04 13 33.5
2021-04-04 14 34
2021-04-04 15 34
2021-04-04 16 36
2021-04-04 17 41
2021-04-04 18 43
2021-04-04 19 44
2021-04-04 20 43.5
2021-04-04 23 42
2020-05-04 00 26.5
2020-05-04 01 49
2020-05-04 04 25.6666666666667
2020-05-04 05 26
2020-05-04 06 29
2020-05-04 07 30.5
2020-05-04 08 30
2020-05-04 09 28.5
2020-05-04 10 29
2020-05-04 13 23.3333333333333
2020-05-04 14 26
2020-05-04 15 26
2020-05-04 16 29.6666666666667
2020-05-04 17 34
2020-05-04 18 34
2020-05-04 19 36
2020-05-04 20 40
2020-05-04 22 39
2020-05-04 23 35
2021-05-04 02 56
2021-05-04 04 72
2021-05-04 05 82
2021-05-04 07 81
2021-05-04 09 96
2021-05-04 10 84.5
2021-05-04 12 98
2021-05-04 13 109
2021-05-04 14 113
2021-05-04 16 120.5
2021-05-04 17 119.5
2021-05-04 20 106.5
2021-05-04 21 106.333333333333
2021-05-04 22 89
2021-05-04 23 99
2020-06-04 00 28
2020-06-04 01 29
2020-06-04 02 28
2020-06-04 03 28
2020-06-04 04 32
2020-06-04 05 32
2020-06-04 06 30
2020-06-04 07 105.5
2020-06-04 08 31.6666666666667
2020-06-04 09 37
2020-06-04 10 29
2020-06-04 11 26
2020-06-04 14 32.3333333333333
2020-06-04 15 32
2020-06-04 16 35.5
2020-06-04 17 34.5
2020-06-04 19 35.5
2020-06-04 20 34
2020-06-04 22 34
2021-06-04 01 6
2021-06-04 02 8.66666666666667
2021-06-04 04 6
2021-06-04 05 6
2021-06-04 06 6
2021-06-04 07 6
2021-06-04 08 6
2021-06-04 09 6
2021-06-04 10 8
2021-06-04 13 6
2021-06-04 14 6
2021-06-04 17 6
2021-06-04 18 6
2021-06-04 21 7
2021-06-04 22 7
2020-07-04 01 51.3333333333333
2020-07-04 03 60.6666666666667
2020-07-04 04 61
2020-07-04 05 61
2020-07-04 06 63
2020-07-04 08 63
2020-07-04 10 59
2020-07-04 14 45
2020-07-04 15 45
2020-07-04 16 44
2020-07-04 17 49.5
2020-07-04 18 50
2020-07-04 19 51
2020-07-04 20 50
2020-07-04 21 47.5
2020-07-04 22 50.5
2020-07-04 23 53
2021-07-04 00 7
2021-07-04 01 7
2021-07-04 02 8
2021-07-04 05 6
2021-07-04 06 6
2021-07-04 07 6
2021-07-04 08 6
2021-07-04 09 6
2021-07-04 10 6
2021-07-04 11 6
2021-07-04 12 6
2021-07-04 16 6
2021-07-04 17 6
2021-07-04 18 6
2021-07-04 19 6
2021-07-04 20 6
2021-07-04 21 6
2021-07-04 22 6
2021-07-04 23 6
2020-08-04 00 8
2020-08-04 01 8.66666666666667
2020-08-04 02 8
2020-08-04 03 8
2020-08-04 04 7
2020-08-04 05 10
2020-08-04 06 9
2020-08-04 07 8
2020-08-04 08 21.3333333333333
2020-08-04 09 7
2020-08-04 10 7
2020-08-04 12 7
2020-08-04 13 7
2020-08-04 14 7
2020-08-04 15 7
2020-08-04 17 6
2020-08-04 18 5
2020-08-04 19 5
2020-08-04 21 6
2021-08-04 00 7.33333333333333
2021-08-04 02 10
2021-08-04 03 8
2021-08-04 04 8
2021-08-04 06 8
2021-08-04 08 8
2021-08-04 10 8
2021-08-04 11 8
2021-08-04 12 9
2021-08-04 13 9
2021-08-04 14 9
2021-08-04 15 9
2021-08-04 16 8.5
2021-08-04 19 8
2021-08-04 23 7
2020-09-04 00 16
2020-09-04 01 15
2020-09-04 02 13
2020-09-04 04 13.5
2020-09-04 05 10
2020-09-04 09 9.25
2020-09-04 10 10
2020-09-04 11 8.5
2020-09-04 13 8
2020-09-04 14 8
2020-09-04 15 8
2020-09-04 16 10
2020-09-04 17 12
2020-09-04 18 13.5
2020-09-04 19 14
2020-09-04 20 12.5
2020-09-04 22 11
2020-09-04 23 10
2021-09-04 00 7
2021-09-04 05 417.666666666667
2021-09-04 07 6
2021-09-04 08 6
2021-09-04 09 6
2021-09-04 11 6
2021-09-04 12 6
2021-09-04 13 5
2021-09-04 14 5
2021-09-04 15 6
2021-09-04 16 5
2021-09-04 17 5
2021-09-04 19 5
2021-09-04 20 5
2021-09-04 21 5.5
2021-09-04 23 6
2020-10-04 03 13
2020-10-04 04 15
2020-10-04 05 13
2020-10-04 06 13.6666666666667
2020-10-04 08 15.5
2020-10-04 10 20
2020-10-04 11 20
2020-10-04 12 18
2020-10-04 13 22
2020-10-04 15 24
2020-10-04 16 18
2020-10-04 17 25
2020-10-04 18 18
2020-10-04 19 18
2020-10-04 21 25.3333333333333
2020-10-04 23 26
2021-10-04 00 30
2021-10-04 01 28.5
2021-10-04 02 28.5
2021-10-04 03 28
2021-10-04 04 28
2021-10-04 05 28
2021-10-04 06 26.5
2021-10-04 07 26
2021-10-04 08 25
2021-10-04 10 26
2021-10-04 11 23
2021-10-04 12 30
2021-10-04 13 30.3333333333333
2021-10-04 16 33
2021-10-04 18 29.5
2021-10-04 19 27
2021-10-04 21 24
2021-10-04 22 24
2021-10-04 23 22
2020-11-04 00 27
2020-11-04 01 42
2020-11-04 02 40
2020-11-04 03 29.3333333333333
2020-11-04 04 33.6666666666667
2020-11-04 05 33
2020-11-04 07 23.3333333333333
2020-11-04 08 27
2020-11-04 09 19
2020-11-04 11 18
2020-11-04 12 22
2020-11-04 13 23
2020-11-04 17 23
2020-11-04 18 17
2020-11-04 19 17
2020-11-04 23 20
2021-11-04 00 11
2021-11-04 01 11
2021-11-04 02 8.5
2021-11-04 03 6
2021-11-04 04 7.66666666666667
2021-11-04 05 8.25
2021-11-04 06 7.6
2021-11-04 07 6
2021-11-04 08 8
2021-11-04 16 11
2021-11-04 18 5
2021-11-04 20 6.33333333333333
2021-11-04 21 5
2020-12-04 00 30.75
2020-12-04 04 34
2020-12-04 06 35
2020-12-04 10 38
2020-12-04 11 38.3333333333333
2020-12-04 12 40
2020-12-04 13 39
2020-12-04 14 41
2020-12-04 16 43
2020-12-04 17 39.5
2020-12-04 18 37.3333333333333
2020-12-04 19 34
2020-12-04 20 32
2020-12-04 21 29.75
2020-12-04 22 28
2020-12-04 23 26
2021-12-04 01 40.5
2021-12-04 02 39.3333333333333
2021-12-04 03 39
2021-12-04 04 39
2021-12-04 05 40
2021-12-04 06 31
2021-12-04 08 24.5
2021-12-04 09 22
2021-12-04 11 16
2021-12-04 12 16
2021-12-04 13 15
2021-12-04 14 13
2021-12-04 17 12
2021-12-04 20 11
2021-12-04 21 12.3333333333333
2021-12-04 22 11.6666666666667
2020-01-05 00 461.833333333333
2020-01-05 01 445.166666666667
2020-01-05 02 455.75
2020-01-05 03 428.5
2020-01-05 04 399.75
2020-01-05 05 491.916666666667
2020-01-05 06 516.5
2020-01-05 07 536
2020-01-05 08 500.083333333333
2020-01-05 09 503
2020-01-05 10 514.666666666667
2020-01-05 11 486.666666666667
2020-01-05 12 601.583333333333
2020-01-05 13 529.833333333333
2020-01-05 14 566
2020-01-05 15 636.666666666667
2020-01-05 16 662
2020-01-05 17 571.666666666667
2020-01-05 18 526.083333333333
2020-01-05 19 483.916666666667
2020-01-05 20 498.416666666667
2020-01-05 21 535.416666666667
2020-01-05 22 490.083333333333
2020-01-05 23 534.5
2021-01-05 00 274.5
2021-01-05 01 45
2021-01-05 02 505.5
2021-01-05 03 44
2021-01-05 04 43
2021-01-05 05 44
2021-01-05 06 275
2021-01-05 07 506
2021-01-05 08 505
2021-01-05 09 272.25
2021-01-05 10 506
2021-01-05 11 272.5
2021-01-05 17 506
2021-01-05 18 194
2021-01-05 19 195.333333333333
2021-01-05 21 504
2021-01-05 23 39
2020-02-05 00 24
2020-02-05 01 23.3333333333333
2020-02-05 02 22.5
2020-02-05 03 82
2020-02-05 04 78
2020-02-05 05 21.3333333333333
2020-02-05 10 19
2020-02-05 11 83
2020-02-05 16 18
2020-02-05 18 46
2020-02-05 21 77
2020-02-05 22 50
2020-02-05 23 51
2021-02-05 00 15
2021-02-05 01 15
2021-02-05 02 15
2021-02-05 03 15
2021-02-05 05 16
2021-02-05 07 16
2021-02-05 08 15
2021-02-05 09 15
2020-03-05 00 33
2020-03-05 01 33
2020-03-05 02 32
2020-03-05 04 31.3333333333333
2020-03-05 05 32
2020-03-05 07 31
2020-03-05 08 30.6666666666667
2020-03-05 09 31
2020-03-05 11 31
2020-03-05 13 32
2020-03-05 15 37
2020-03-05 16 39
2020-03-05 18 43
2020-03-05 19 47
2020-03-05 20 48
2020-03-05 21 53
2020-03-05 22 54
2020-03-05 23 56
2020-04-05 02 19
2020-04-05 06 18
2020-04-05 08 18
2020-04-05 09 18
2020-04-05 10 17
2020-04-05 11 17
2020-04-05 12 20
2020-04-05 13 25
2020-04-05 17 27
2020-04-05 21 18
2020-04-05 23 16
2021-04-05 03 49
2021-04-05 05 48.5
2021-04-05 06 51.5
2021-04-05 09 57.5
2021-04-05 11 59
2021-04-05 12 55
2021-04-05 13 61.5
2021-04-05 14 66
2021-04-05 17 67
2021-04-05 19 76
2021-04-05 21 75
2021-04-05 22 79
2021-04-05 23 83
2020-05-05 00 40
2020-05-05 03 41.3333333333333
2020-05-05 04 35
2020-05-05 05 35.5
2020-05-05 06 35
2020-05-05 07 36
2020-05-05 09 35.6
2020-05-05 10 32
2020-05-05 12 27
2020-05-05 13 29
2020-05-05 14 29
2020-05-05 16 31.5
2020-05-05 17 32
2020-05-05 20 35
2020-05-05 21 35.6666666666667
2020-05-05 23 34
2021-05-05 00 90
2021-05-05 03 96
2021-05-05 04 89
2021-05-05 07 133
2021-05-05 08 134.5
2021-05-05 09 136.5
2021-05-05 10 139
2021-05-05 12 137
2021-05-05 13 128.5
2021-05-05 15 128
2021-05-05 17 120
2021-05-05 18 93.6666666666667
2021-05-05 19 88
2021-05-05 21 65
2021-05-05 22 64
2021-05-05 23 55.5
2020-06-05 00 33
2020-06-05 01 33
2020-06-05 02 35
2020-06-05 03 31
2020-06-05 04 30
2020-06-05 05 27
2020-06-05 06 26
2020-06-05 09 38
2020-06-05 10 40
2020-06-05 11 37
2020-06-05 12 34
2020-06-05 13 35
2020-06-05 14 40
2020-06-05 15 40
2020-06-05 16 44
2020-06-05 18 43
2020-06-05 19 44
2020-06-05 20 43
2020-06-05 21 42.5
2020-06-05 22 40
2020-06-05 23 40
2021-06-05 00 16
2021-06-05 01 36
2021-06-05 02 17.3333333333333
2021-06-05 04 18
2021-06-05 06 18
2021-06-05 07 18.5
2021-06-05 08 18.6666666666667
2021-06-05 09 20
2021-06-05 10 17.3333333333333
2021-06-05 12 15
2021-06-05 14 23
2021-06-05 15 18
2021-06-05 16 24
2021-06-05 17 25
2021-06-05 19 22.5
2021-06-05 20 23
2021-06-05 21 52.5
2021-06-05 23 25
2020-07-05 00 55
2020-07-05 02 53
2020-07-05 03 54
2020-07-05 05 56
2020-07-05 06 57
2020-07-05 08 58
2020-07-05 09 59
2020-07-05 10 56
2020-07-05 11 56
2020-07-05 15 67
2020-07-05 16 60
2020-07-05 17 61
2020-07-05 18 57.5
2020-07-05 19 57.6666666666667
2020-07-05 21 63
2021-07-05 00 6
2021-07-05 01 6
2021-07-05 03 9
2021-07-05 04 7.66666666666667
2021-07-05 06 10.5
2021-07-05 11 13.3333333333333
2021-07-05 12 13
2021-07-05 13 12
2021-07-05 14 12
2021-07-05 17 14.5
2021-07-05 18 16
2021-07-05 19 13
2021-07-05 20 12
2021-07-05 21 12
2021-07-05 22 12.3333333333333
2021-07-05 23 12
2020-08-05 00 7
2020-08-05 01 6.5
2020-08-05 02 8
2020-08-05 04 11
2020-08-05 05 11
2020-08-05 06 15
2020-08-05 07 13
2020-08-05 08 16
2020-08-05 11 13
2020-08-05 12 12
2020-08-05 15 10
2020-08-05 17 9
2020-08-05 20 7.33333333333333
2020-08-05 21 6
2020-08-05 23 7
2021-08-05 00 7
2021-08-05 01 9
2021-08-05 07 8
2021-08-05 08 6
2021-08-05 09 5
2021-08-05 11 12
2021-08-05 13 6
2021-08-05 14 7.8
2021-08-05 15 9
2021-08-05 16 9
2021-08-05 17 9
2021-08-05 19 6
2021-08-05 20 6
2021-08-05 22 5
2021-08-05 23 5
2020-09-05 00 11
2020-09-05 02 10
2020-09-05 03 9
2020-09-05 04 10
2020-09-05 05 8
2020-09-05 08 9.25
2020-09-05 09 9.5
2020-09-05 11 12
2020-09-05 12 13
2020-09-05 14 16
2020-09-05 15 17
2020-09-05 16 16
2020-09-05 17 16.5
2020-09-05 19 16
2020-09-05 20 13
2020-09-05 21 13
2020-09-05 22 13
2021-09-05 03 6
2021-09-05 05 6
2021-09-05 12 5
2021-09-05 14 5
2021-09-05 16 7
2021-09-05 17 5
2021-09-05 18 5
2021-09-05 19 5
2021-09-05 21 6
2020-10-05 00 26
2020-10-05 01 26
2020-10-05 02 22.5
2020-10-05 03 22.5
2020-10-05 04 22.5
2020-10-05 06 22.25
2020-10-05 07 24.3333333333333
2020-10-05 08 32
2020-10-05 09 26.5
2020-10-05 10 30
2020-10-05 12 19
2020-10-05 13 29
2020-10-05 14 26
2020-10-05 16 18.5
2020-10-05 17 21.5
2020-10-05 20 23
2021-10-05 00 21
2021-10-05 02 22
2021-10-05 03 23.3333333333333
2021-10-05 04 23
2021-10-05 05 24.3333333333333
2021-10-05 06 27
2021-10-05 09 26
2021-10-05 11 29
2021-10-05 12 29
2021-10-05 13 29
2021-10-05 14 29
2021-10-05 15 25
2021-10-05 18 24
2021-10-05 19 24
2021-10-05 20 24
2021-10-05 21 26.3333333333333
2021-10-05 22 24.5
2020-11-05 01 20
2020-11-05 03 19
2020-11-05 04 18
2020-11-05 05 17.5
2020-11-05 06 17
2020-11-05 07 16
2020-11-05 08 19
2020-11-05 13 16
2020-11-05 14 16
2020-11-05 15 17
2020-11-05 16 15
2020-11-05 17 21
2020-11-05 18 17
2020-11-05 19 16
2020-11-05 21 16
2020-11-05 22 16
2020-11-05 23 15
2021-11-05 04 7
2021-11-05 05 5.5
2021-11-05 06 4
2021-11-05 11 6
2021-11-05 12 6
2021-11-05 13 6
2021-11-05 14 6
2021-11-05 16 6
2021-11-05 19 8
2021-11-05 20 6
2021-11-05 21 6
2021-11-05 23 7
2020-12-05 00 25.3333333333333
2020-12-05 01 23
2020-12-05 02 22.5
2020-12-05 03 22
2020-12-05 04 21
2020-12-05 06 19
2020-12-05 07 18
2020-12-05 08 17.5
2020-12-05 09 17
2020-12-05 10 16
2020-12-05 11 16
2020-12-05 15 16
2020-12-05 16 16
2020-12-05 17 16
2020-12-05 19 15
2020-12-05 20 15
2020-12-05 21 14
2020-12-05 22 14
2020-12-05 23 14
2021-12-05 00 14.5
2021-12-05 01 13.6666666666667
2021-12-05 02 15
2021-12-05 03 21
2021-12-05 04 21
2021-12-05 07 21
2021-12-05 09 17
2021-12-05 10 15
2021-12-05 11 14
2021-12-05 12 15
2021-12-05 13 13.5
2021-12-05 14 14
2021-12-05 16 13
2021-12-05 17 11
2021-12-05 18 12
2021-12-05 19 14
2021-12-05 20 12
2021-12-05 22 11
2021-12-05 23 11
2020-01-06 00 507.583333333333
2020-01-06 01 507.5
2020-01-06 02 541.75
2020-01-06 03 497.833333333333
2020-01-06 04 685.916666666667
2020-01-06 05 490.25
2020-01-06 06 524.75
2020-01-06 07 599.666666666667
2020-01-06 08 580.833333333333
2020-01-06 09 497.083333333333
2020-01-06 10 508.416666666667
2020-01-06 11 471.6
2020-01-06 12 460.5
2020-01-06 13 597.416666666667
2020-01-06 14 514.25
2020-01-06 15 625.916666666667
2020-01-06 16 535.166666666667
2020-01-06 17 549.416666666667
2020-01-06 18 668.25
2020-01-06 19 616.75
2020-01-06 20 586.666666666667
2020-01-06 21 593.75
2020-01-06 22 615.166666666667
2020-01-06 23 532.166666666667
2021-01-06 00 507
2021-01-06 01 272
2021-01-06 02 40
2021-01-06 04 511.5
2021-01-06 05 40.5
2021-01-06 06 44
2021-01-06 08 36
2021-01-06 09 35
2021-01-06 10 510
2021-01-06 11 32
2021-01-06 12 510
2021-01-06 13 28
2021-01-06 14 490
2021-01-06 15 342.333333333333
2021-01-06 17 40.5
2021-01-06 18 581.5
2021-01-06 19 583
2021-01-06 20 22
2021-01-06 21 583
2021-01-06 22 22
2021-01-06 23 21
2020-02-06 00 106
2020-02-06 01 77
2020-02-06 02 100.5
2020-02-06 03 53.3333333333333
2020-02-06 04 35.8
2020-02-06 05 149
2020-02-06 06 15
2020-02-06 07 15
2020-02-06 08 15
2020-02-06 09 81
2020-02-06 11 14
2020-02-06 12 14
2020-02-06 15 13
2020-02-06 20 12
2020-02-06 21 12
2020-03-06 00 55
2020-03-06 01 57
2020-03-06 03 59.5
2020-03-06 04 60
2020-03-06 06 60
2020-03-06 07 60
2020-03-06 09 61
2020-03-06 10 58
2020-03-06 11 61
2020-03-06 12 57
2020-03-06 13 55
2020-03-06 15 56.5
2020-03-06 16 55
2020-03-06 22 53
2020-03-06 23 54.6666666666667
2020-04-06 01 15
2020-04-06 06 15
2020-04-06 07 15
2020-04-06 08 15
2020-04-06 13 15
2020-04-06 14 13
2020-04-06 17 17
2020-04-06 18 18
2020-04-06 21 18
2021-04-06 02 76
2021-04-06 05 66
2021-04-06 06 73
2021-04-06 07 67
2021-04-06 09 66
2021-04-06 10 74
2021-04-06 11 75
2021-04-06 15 80
2021-04-06 16 73
2021-04-06 17 85
2021-04-06 18 74.5
2021-04-06 19 82
2021-04-06 21 69
2021-04-06 22 83
2020-05-06 00 37.5
2020-05-06 01 34
2020-05-06 03 29
2020-05-06 05 29
2020-05-06 06 24
2020-05-06 07 21
2020-05-06 08 27
2020-05-06 10 22
2020-05-06 11 19
2020-05-06 12 19.5
2020-05-06 13 18
2020-05-06 16 17
2020-05-06 17 21.6666666666667
2020-05-06 18 22
2020-05-06 20 163
2020-05-06 21 254
2020-05-06 22 24
2020-05-06 23 26
2021-05-06 00 58.6666666666667
2021-05-06 02 61
2021-05-06 03 59
2021-05-06 04 59
2021-05-06 07 54
2021-05-06 08 49
2021-05-06 09 48
2021-05-06 10 43
2021-05-06 11 44
2021-05-06 12 40
2021-05-06 14 38.5
2021-05-06 16 40.5
2021-05-06 18 39
2021-05-06 19 37.75
2021-05-06 20 35
2021-05-06 21 36
2020-06-06 03 49
2020-06-06 04 51
2020-06-06 05 52.5
2020-06-06 06 50
2020-06-06 07 53
2020-06-06 09 71
2020-06-06 12 76
2020-06-06 15 77
2020-06-06 16 83
2020-06-06 17 78.5
2020-06-06 18 80
2020-06-06 19 81
2020-06-06 21 84
2020-06-06 22 77
2020-06-06 23 77.5
2021-06-06 00 59
2021-06-06 01 129.5
2021-06-06 02 36.5
2021-06-06 05 23
2021-06-06 07 21
2021-06-06 08 21.5
2021-06-06 09 21
2021-06-06 10 19
2021-06-06 11 19.5
2021-06-06 12 20
2021-06-06 14 23
2021-06-06 15 20
2021-06-06 19 20.3333333333333
2021-06-06 20 22
2021-06-06 21 27
2021-06-06 22 22.5
2020-07-06 00 58
2020-07-06 01 60
2020-07-06 03 59.5
2020-07-06 06 60
2020-07-06 07 57
2020-07-06 08 61
2020-07-06 10 55
2020-07-06 12 60
2020-07-06 13 57.5
2020-07-06 15 64
2020-07-06 16 69
2020-07-06 18 80
2020-07-06 19 72.5
2020-07-06 20 68.5
2020-07-06 21 63.5
2020-07-06 23 54
2021-07-06 00 11
2021-07-06 02 10.6666666666667
2021-07-06 03 10
2021-07-06 04 11
2021-07-06 05 11
2021-07-06 07 18
2021-07-06 08 17
2021-07-06 09 23
2021-07-06 11 28
2021-07-06 12 30
2021-07-06 13 33
2021-07-06 14 33
2021-07-06 17 36.5
2021-07-06 18 41
2021-07-06 19 39
2021-07-06 22 45
2021-07-06 23 40
2020-08-06 01 7
2020-08-06 06 5
2020-08-06 07 5
2020-08-06 08 5
2020-08-06 09 69.3333333333333
2020-08-06 12 8
2020-08-06 14 5
2020-08-06 19 5
2020-08-06 21 5
2021-08-06 00 35.25
2021-08-06 02 4
2021-08-06 05 5.5
2021-08-06 08 6
2021-08-06 09 7
2021-08-06 10 7.5
2021-08-06 11 8
2021-08-06 14 11
2021-08-06 16 12.5
2021-08-06 17 12
2021-08-06 18 13
2021-08-06 22 16.75
2021-08-06 23 17
2020-09-06 00 11
2020-09-06 01 11
2020-09-06 02 10
2020-09-06 03 9
2020-09-06 04 9
2020-09-06 05 8
2020-09-06 07 10
2020-09-06 10 9
2020-09-06 14 8
2020-09-06 16 10
2020-09-06 17 9
2020-09-06 19 10.5
2020-09-06 20 10
2020-09-06 22 7
2021-09-06 00 5
2021-09-06 01 4
2021-09-06 02 4
2021-09-06 03 5
2021-09-06 05 5
2021-09-06 06 8
2021-09-06 13 6
2021-09-06 15 4.66666666666667
2021-09-06 20 37.5
2021-09-06 22 10.75
2021-09-06 23 6
2020-10-06 00 31
2020-10-06 01 29.5
2020-10-06 02 34
2020-10-06 03 30
2020-10-06 04 18
2020-10-06 05 26
2020-10-06 07 19.5
2020-10-06 08 26.6666666666667
2020-10-06 09 20
2020-10-06 10 29
2020-10-06 11 28.5
2020-10-06 12 29
2020-10-06 13 30
2020-10-06 14 18
2020-10-06 15 25
2020-10-06 16 23.3333333333333
2020-10-06 17 24
2020-10-06 18 22
2020-10-06 19 20
2020-10-06 20 19
2020-10-06 21 18.5
2020-10-06 22 15.5
2021-10-06 01 22
2021-10-06 02 22.5
2021-10-06 03 21.3333333333333
2021-10-06 04 22
2021-10-06 05 21
2021-10-06 06 21
2021-10-06 07 20
2021-10-06 10 16
2021-10-06 11 15.5
2021-10-06 12 15.75
2021-10-06 14 16
2021-10-06 15 19
2021-10-06 17 17
2021-10-06 19 17
2021-10-06 20 19.3333333333333
2021-10-06 21 20
2021-10-06 22 16
2021-10-06 23 21
2020-11-06 01 17
2020-11-06 03 16
2020-11-06 05 17
2020-11-06 06 15.5
2020-11-06 07 14
2020-11-06 08 17
2020-11-06 09 18
2020-11-06 10 17
2020-11-06 12 14
2020-11-06 13 15.5
2020-11-06 14 17
2020-11-06 15 17
2020-11-06 16 17
2020-11-06 17 14
2020-11-06 18 16
2020-11-06 19 12
2020-11-06 22 14
2021-11-06 00 6
2021-11-06 01 6
2021-11-06 02 6.8
2021-11-06 03 8
2021-11-06 04 9
2021-11-06 05 10
2021-11-06 06 9
2021-11-06 07 12
2021-11-06 08 15
2021-11-06 09 14
2021-11-06 10 14
2021-11-06 12 14.5
2021-11-06 13 14
2021-11-06 14 13
2021-11-06 15 13
2021-11-06 17 14
2021-11-06 18 16
2021-11-06 19 17
2021-11-06 20 17
2021-11-06 21 17
2021-11-06 22 22
2021-11-06 23 24
2020-12-06 00 14
2020-12-06 02 14
2020-12-06 03 14
2020-12-06 04 14
2020-12-06 06 14
2020-12-06 07 13
2020-12-06 08 13
2020-12-06 09 13
2020-12-06 12 12.4
2020-12-06 13 12
2020-12-06 15 11
2020-12-06 16 11
2020-12-06 23 10
2021-12-06 01 10
2021-12-06 02 13
2021-12-06 04 11
2021-12-06 06 12
2021-12-06 07 11
2021-12-06 09 9.66666666666667
2021-12-06 11 9
2021-12-06 14 11
2021-12-06 15 18
2021-12-06 16 18
2021-12-06 17 18
2021-12-06 18 23
2021-12-06 20 30
2021-12-06 21 35
2021-12-06 22 33.5
2021-12-06 23 35
2020-01-07 00 591.583333333333
2020-01-07 01 686.666666666667
2020-01-07 02 550.333333333333
2020-01-07 03 653.333333333333
2020-01-07 04 521.166666666667
2020-01-07 05 468.333333333333
2020-01-07 06 497.583333333333
2020-01-07 07 528.166666666667
2020-01-07 08 446.583333333333
2020-01-07 09 451.25
2020-01-07 10 425.5
2020-01-07 11 460.75
2020-01-07 12 416.083333333333
2020-01-07 13 709.583333333333
2020-01-07 14 537.416666666667
2020-01-07 15 527.833333333333
2020-01-07 16 550
2020-01-07 17 547.583333333333
2020-01-07 18 519.166666666667
2020-01-07 19 460.25
2020-01-07 20 439.333333333333
2020-01-07 21 430.416666666667
2020-01-07 22 444.916666666667
2020-01-07 23 505.333333333333
2021-01-07 00 21
2021-01-07 04 404
2021-01-07 07 494
2021-01-07 08 19
2021-01-07 09 459.5
2021-01-07 11 263
2021-01-07 12 247.75
2021-01-07 13 254.5
2021-01-07 14 21.5
2021-01-07 15 23
2021-01-07 19 183.333333333333
2021-01-07 20 234
2021-01-07 21 491
2021-01-07 22 315.333333333333
2020-02-07 00 12
2020-02-07 02 12
2020-02-07 03 11
2020-02-07 04 11.5
2020-02-07 05 10
2020-02-07 06 10
2020-02-07 07 11
2020-02-07 08 10
2020-02-07 09 10
2020-02-07 11 11.5
2020-02-07 14 17
2020-02-07 16 17
2020-02-07 17 18
2020-02-07 19 19
2020-02-07 20 19
2020-02-07 21 18
2020-02-07 22 20.75
2020-02-07 23 24
2020-03-07 00 51
2020-03-07 01 50
2020-03-07 02 46
2020-03-07 03 46
2020-03-07 04 44
2020-03-07 05 42
2020-03-07 06 41
2020-03-07 09 37.5
2020-03-07 10 37
2020-03-07 14 39.2
2020-03-07 16 39.5
2020-03-07 17 42
2020-03-07 18 46
2020-03-07 19 46
2020-03-07 20 49
2020-03-07 21 53
2020-03-07 23 56
2020-04-07 00 16
2020-04-07 02 15.5
2020-04-07 03 15
2020-04-07 04 14
2020-04-07 05 14.5
2020-04-07 09 14
2020-04-07 10 13
2020-04-07 11 13
