WAARNEMINGDATUM HH NTU_h
2021-08-16 12 15
2021-08-16 14 20
2021-08-16 15 20.5
2021-08-16 17 21
2021-08-16 18 22
2021-08-16 20 25
2021-08-16 22 23.5
2021-08-16 23 24
2020-09-16 09 6
2020-09-16 10 13
2020-09-16 11 10.6666666666667
2020-09-16 12 13
2020-09-16 13 13
2020-09-16 14 6
2020-09-16 15 14
2020-09-16 17 12
2020-09-16 19 11.5
2020-09-16 21 11
2020-09-16 22 13
2021-09-16 00 3
2021-09-16 03 152
2021-09-16 04 9
2021-09-16 05 3
2021-09-16 10 4
2021-09-16 13 3
2021-09-16 15 4
2021-09-16 16 3.6
2021-09-16 17 3
2021-09-16 18 3
2021-09-16 19 3
2021-09-16 20 6
2021-09-16 22 5
2021-09-16 23 5
2020-10-16 01 19
2020-10-16 02 17
2020-10-16 03 15
2020-10-16 04 16
2020-10-16 07 16
2020-10-16 13 13
2020-10-16 14 13
2020-10-16 16 13.5
2020-10-16 17 14
2020-10-16 18 15
2020-10-16 19 14
2020-10-16 21 15
2020-10-16 22 11
2020-10-16 23 14
2021-10-16 00 14
2021-10-16 01 8
2021-10-16 06 12
2021-10-16 07 12
2021-10-16 11 13.5
2021-10-16 12 12
2021-10-16 13 12
2021-10-16 16 12
2021-10-16 17 7
2021-10-16 19 12
2021-10-16 21 12
2021-10-16 23 8
2020-11-16 00 37.6666666666667
2020-11-16 01 39
2020-11-16 03 39
2020-11-16 04 40
2020-11-16 05 41
2020-11-16 07 39
2020-11-16 08 39.2
2020-11-16 09 37
2020-11-16 10 35.5
2020-11-16 12 32
2020-11-16 13 31
2020-11-16 14 32
2020-11-16 18 28
2020-11-16 19 27.5
2020-11-16 20 23.5
2020-11-16 21 23
2020-11-16 22 21
2020-11-16 23 22
2021-11-16 01 4
2021-11-16 02 8
2021-11-16 03 6.4
2021-11-16 06 8
2021-11-16 12 7
2021-11-16 13 8
2021-11-16 16 8.5
2021-11-16 19 3
2021-11-16 21 3
2021-11-16 22 4
2020-12-16 00 12
2020-12-16 01 21
2020-12-16 02 19.75
2020-12-16 03 12
2020-12-16 04 12
2020-12-16 07 13
2020-12-16 08 14
2020-12-16 09 14
2020-12-16 10 14
2020-12-16 11 14
2020-12-16 12 13
2020-12-16 14 12
2020-12-16 15 15.5
2020-12-16 16 13
2020-12-16 17 10
2020-12-16 18 10
2021-12-16 02 9
2021-12-16 04 6.2
2021-12-16 07 7
2021-12-16 08 6.4
2021-12-16 09 6
2021-12-16 15 4
2021-12-16 16 5
2021-12-16 21 4
2020-01-17 00 997.75
2020-01-17 01 822.416666666667
2020-01-17 02 977.833333333333
2020-01-17 03 998.416666666667
2020-01-17 04 1005.08333333333
2020-01-17 05 1080.91666666667
2020-01-17 06 948.666666666667
2020-01-17 07 1105.33333333333
2020-01-17 08 1096.58333333333
2020-01-17 09 1091.83333333333
2020-01-17 10 929.166666666667
2020-01-17 11 1046.91666666667
2020-01-17 12 1082.16666666667
2020-01-17 13 1024.91666666667
2020-01-17 14 840.416666666667
2020-01-17 15 839.333333333333
2020-01-17 16 879.833333333333
2020-01-17 17 1025.58333333333
2020-01-17 18 867.166666666667
2020-01-17 19 914
2020-01-17 20 1191.58333333333
2020-01-17 21 1104
2020-01-17 22 1049.58333333333
2020-01-17 23 1162.08333333333
2021-01-17 04 29
2021-01-17 06 24
2021-01-17 07 23
2021-01-17 08 20.5
2021-01-17 11 18
2021-01-17 12 16
2021-01-17 15 16
2021-01-17 16 15
2021-01-17 17 15
2021-01-17 19 15
2021-01-17 20 15.5
2021-01-17 21 15
2021-01-17 22 14
2020-02-17 00 110
2020-02-17 01 116.333333333333
2020-02-17 02 110.333333333333
2020-02-17 03 99.5
2020-02-17 04 98
2020-02-17 07 114.5
2020-02-17 08 119.666666666667
2020-02-17 09 127
2020-02-17 10 134.75
2020-02-17 12 134
2020-02-17 13 137
2020-02-17 14 139.5
2020-02-17 15 137
2020-02-17 16 142.5
2020-02-17 17 155
2020-02-17 19 135
2020-02-17 20 119
2020-02-17 21 112
2020-02-17 23 96.5
2020-03-17 00 32.5
2020-03-17 01 31
2020-03-17 02 31
2020-03-17 03 31
2020-03-17 04 32
2020-03-17 05 34.5
2020-03-17 06 34
2020-03-17 08 41
2020-03-17 09 41.5
2020-03-17 10 45
2020-03-17 11 47.5
2020-03-17 12 46
2020-03-17 13 49
2020-03-17 16 49
2020-03-17 18 50
2020-03-17 19 50
2020-03-17 22 47
2020-04-17 01 40
2020-04-17 02 41
2020-04-17 03 39
2020-04-17 05 39
2020-04-17 10 38
2020-04-17 13 34.5
2020-04-17 14 34.25
2020-04-17 15 36
2020-04-17 16 36.5
2020-04-17 17 36
2020-04-17 21 39.75
2020-04-17 22 40
2020-04-17 23 41
2021-04-17 00 34
2021-04-17 01 36
2021-04-17 02 33
2021-04-17 03 34
2021-04-17 04 31
2021-04-17 05 29.6666666666667
2021-04-17 06 27
2021-04-17 07 25.6666666666667
2021-04-17 08 25
2021-04-17 09 27
2021-04-17 11 29
2021-04-17 12 30
2021-04-17 13 31
2021-04-17 14 31
2021-04-17 15 29.3333333333333
2021-04-17 17 30
2021-04-17 19 31
2021-04-17 20 34
2021-04-17 21 38
2021-04-17 22 36
2021-04-17 23 36
2020-05-17 01 24
2020-05-17 02 24.3333333333333
2020-05-17 03 20
2020-05-17 04 22
2020-05-17 05 20.3333333333333
2020-05-17 07 32
2020-05-17 08 19
2020-05-17 10 20
2020-05-17 12 21
2020-05-17 13 21
2020-05-17 14 24
2020-05-17 15 24
2020-05-17 18 23
2020-05-17 20 23
2020-05-17 21 21
2020-05-17 22 23
2021-05-17 00 21.5
2021-05-17 02 11
2021-05-17 07 10
2021-05-17 08 11
2021-05-17 09 11
2021-05-17 10 11
2021-05-17 11 9
2021-05-17 12 10.3333333333333
2021-05-17 13 10.3333333333333
2021-05-17 14 11
2021-05-17 16 9
2021-05-17 18 21
2021-05-17 19 21
2021-05-17 20 20
2021-05-17 21 18
2021-05-17 22 17
2021-05-17 23 16
2020-06-17 04 7
2020-06-17 05 7
2020-06-17 06 7
2020-06-17 07 7
2020-06-17 08 7
2020-06-17 09 7
2020-06-17 10 7
2020-06-17 11 7
2020-06-17 12 7
2020-06-17 13 7
2020-06-17 15 8
2020-06-17 17 7.6
2020-06-17 18 7.5
2020-06-17 20 12
2020-06-17 22 18
2021-06-17 17 5
2021-06-17 18 6
2021-06-17 19 6.66666666666667
2021-06-17 20 7
2021-06-17 21 12
2021-06-17 22 342.5
2021-06-17 23 14
2020-07-17 00 14.25
2020-07-17 01 14
2020-07-17 02 13
2020-07-17 03 13
2020-07-17 06 12
2020-07-17 07 12
2020-07-17 10 11
2020-07-17 12 11
2020-07-17 13 11
2020-07-17 14 11
2020-07-17 16 10
2020-07-17 18 12
2020-07-17 19 12
2020-07-17 21 9.33333333333333
2020-07-17 22 9
2020-07-17 23 10.6666666666667
2021-07-17 01 22.6666666666667
2021-07-17 02 21
2021-07-17 03 20
2021-07-17 04 21
2021-07-17 05 20.5
2021-07-17 06 22.5
2021-07-17 07 19.5
2021-07-17 09 20
2021-07-17 10 19
2021-07-17 11 17
2021-07-17 12 17
2021-07-17 13 16
2021-07-17 15 15.6666666666667
2021-07-17 16 13.3333333333333
2021-07-17 18 12
2021-07-17 20 11
2021-07-17 21 12
2021-07-17 23 13.5
2020-08-17 00 8
2020-08-17 01 7
2020-08-17 02 7.5
2020-08-17 03 8.5
2020-08-17 07 7
2020-08-17 08 7
2020-08-17 09 7
2020-08-17 10 7
2020-08-17 11 7
2020-08-17 12 8
2020-08-17 14 8.75
2020-08-17 15 10
2020-08-17 16 6.33333333333333
2020-08-17 17 9
2020-08-17 19 8
2020-08-17 20 7.8
2020-08-17 21 7
2020-08-17 23 7
2021-08-17 01 22
2021-08-17 07 18
2021-08-17 08 17
2021-08-17 10 20
2021-08-17 11 23
2021-08-17 13 22
2021-08-17 15 19
2021-08-17 16 18
2021-08-17 17 17.3333333333333
2021-08-17 18 15
2021-08-17 19 14
2021-08-17 20 13
2021-08-17 21 13.6666666666667
2021-08-17 22 12
2020-09-17 00 13
2020-09-17 01 12
2020-09-17 03 13
2020-09-17 04 12.3333333333333
2020-09-17 05 13
2020-09-17 06 12.5
2020-09-17 08 13
2020-09-17 09 13
2020-09-17 10 13
2020-09-17 12 14
2020-09-17 13 13.5
2020-09-17 14 14
2020-09-17 15 13.5
2020-09-17 16 12
2020-09-17 18 13
2020-09-17 19 13.6666666666667
2020-09-17 23 14.3333333333333
2021-09-17 02 7
2021-09-17 13 3
2021-09-17 14 3
2021-09-17 17 3
2021-09-17 18 3
2021-09-17 19 3
2021-09-17 21 4.5
2021-09-17 22 3
2021-09-17 23 3
2020-10-17 00 17
2020-10-17 01 14
2020-10-17 06 12
2020-10-17 07 10
2020-10-17 08 10
2020-10-17 11 14
2020-10-17 14 16
2020-10-17 15 15
2020-10-17 16 16
2020-10-17 17 16
2020-10-17 18 16
2020-10-17 20 10
2020-10-17 21 9
2020-10-17 23 16
2021-10-17 00 8
2021-10-17 02 12
2021-10-17 03 13
2021-10-17 04 12.3333333333333
2021-10-17 05 14
2021-10-17 06 14
2021-10-17 07 12.3333333333333
2021-10-17 08 8
2021-10-17 11 7
2021-10-17 12 8.33333333333333
2021-10-17 13 7
2021-10-17 14 7
2021-10-17 15 7
2021-10-17 16 7.66666666666667
2021-10-17 17 7
2021-10-17 18 7
2021-10-17 19 7
2021-10-17 20 7
2021-10-17 22 7
2021-10-17 23 7
2020-11-17 01 27
2020-11-17 02 28
2020-11-17 03 29
2020-11-17 04 31
2020-11-17 05 31
2020-11-17 07 32
2020-11-17 08 34
2020-11-17 09 34.6666666666667
2020-11-17 10 33
2020-11-17 11 33
2020-11-17 12 33
2020-11-17 16 34
2020-11-17 17 33
2020-11-17 18 33
2020-11-17 19 32.5
2020-11-17 20 34
2021-11-17 01 7
2021-11-17 02 8
2021-11-17 04 9
2021-11-17 05 11
2021-11-17 06 14
2021-11-17 07 18
2021-11-17 08 13.6666666666667
2021-11-17 09 13.3333333333333
2021-11-17 10 12
2021-11-17 12 11
2021-11-17 13 12.5
2021-11-17 14 8.5
2021-11-17 15 8.5
2021-11-17 17 8
2021-11-17 21 8
2021-11-17 22 7
2020-12-17 01 12
2020-12-17 02 15
2020-12-17 03 12
2020-12-17 04 12
2020-12-17 05 12
2020-12-17 06 11.5
2020-12-17 07 11
2020-12-17 08 11
2020-12-17 12 14.5
2020-12-17 13 16
2020-12-17 14 17
2020-12-17 17 18
2020-12-17 18 18
2020-12-17 19 11
2020-12-17 20 19
2020-12-17 21 19
2020-12-17 22 18.3333333333333
2021-12-17 00 7
2021-12-17 08 4.5
2021-12-17 09 4.75
2021-12-17 10 4.71428571428571
2021-12-17 11 4.5
2021-12-17 12 3
2021-12-17 13 5.66666666666667
2021-12-17 14 3
2021-12-17 15 3
2020-01-18 00 1144.58333333333
2020-01-18 01 1140.41666666667
2020-01-18 02 1087.83333333333
2020-01-18 03 1116.25
2020-01-18 04 1074.58333333333
2020-01-18 05 1091.58333333333
2020-01-18 06 991.25
2020-01-18 07 1026.33333333333
2020-01-18 08 1024.33333333333
2020-01-18 09 1111.91666666667
2020-01-18 10 1005.83333333333
2020-01-18 11 854.166666666667
2020-01-18 12 983.75
2020-01-18 13 731.333333333333
2020-01-18 14 1000.33333333333
2020-01-18 15 806.7
2020-01-18 16 948.916666666667
2020-01-18 17 857
2020-01-18 18 900.083333333333
2020-01-18 19 800.5
2020-01-18 20 820.25
2020-01-18 21 926.25
2020-01-18 22 726.583333333333
2020-01-18 23 749.583333333333
2021-01-18 00 14.6666666666667
2021-01-18 01 14
2021-01-18 02 14
2021-01-18 03 14
2021-01-18 04 14
2021-01-18 06 14
2021-01-18 08 15.5
2021-01-18 09 15.6666666666667
2021-01-18 11 15
2021-01-18 12 17.5
2021-01-18 13 22
2021-01-18 16 25.3333333333333
2021-01-18 17 25.3333333333333
2021-01-18 19 23
2021-01-18 20 24
2021-01-18 23 21
2020-02-18 00 87
2020-02-18 02 92
2020-02-18 03 96.6666666666667
2020-02-18 04 95.5
2020-02-18 07 94
2020-02-18 08 94
2020-02-18 09 109.5
2020-02-18 10 118.4
2020-02-18 11 118.666666666667
2020-02-18 12 114
2020-02-18 13 115
2020-02-18 14 116
2020-02-18 15 116
2020-02-18 16 103
2020-02-18 19 81
2020-02-18 20 79
2020-02-18 23 79.5
2020-03-18 00 54
2020-03-18 01 51.6666666666667
2020-03-18 02 55
2020-03-18 03 56
2020-03-18 04 59
2020-03-18 06 60
2020-03-18 07 60
2020-03-18 08 63
2020-03-18 09 62
2020-03-18 12 60.3333333333333
2020-03-18 14 33.5
2020-03-18 16 60.5
2020-03-18 17 59
2020-03-18 18 56
2020-03-18 19 55.6666666666667
2020-03-18 20 52.5
2020-03-18 21 50.5
2020-03-18 22 48
2020-03-18 23 46.5
2021-03-18 10 3
2020-04-18 00 39
2020-04-18 02 37
2020-04-18 04 35
2020-04-18 05 36
2020-04-18 08 33
2020-04-18 09 33
2020-04-18 10 30
2020-04-18 12 27
2020-04-18 14 22.5
2020-04-18 15 22
2020-04-18 16 18
2020-04-18 17 17
2020-04-18 18 19.5
2020-04-18 19 25
2020-04-18 20 31
2020-04-18 23 32
2021-04-18 03 26
2021-04-18 04 26
2021-04-18 09 23
2021-04-18 10 23
2021-04-18 11 25
2021-04-18 12 23.3333333333333
2021-04-18 13 24
2021-04-18 14 22.5
2021-04-18 15 21
2021-04-18 16 22
2021-04-18 17 19
2021-04-18 19 18
2021-04-18 20 18
2021-04-18 21 18
2021-04-18 22 17.6666666666667
2021-04-18 23 18
2020-05-18 01 23
2020-05-18 02 23
2020-05-18 04 27
2020-05-18 05 27.5
2020-05-18 06 31.5
2020-05-18 09 28.5
2020-05-18 11 20
2020-05-18 12 18.5
2020-05-18 13 18
2020-05-18 14 22
2020-05-18 15 25
2020-05-18 16 26
2020-05-18 19 26
2020-05-18 20 25.5
2020-05-18 22 22
2020-05-18 23 21.5
2021-05-18 01 22
2021-05-18 02 13
2021-05-18 05 10.5
2021-05-18 06 10
2021-05-18 07 10
2021-05-18 08 10
2021-05-18 11 6
2021-05-18 14 12.5
2021-05-18 15 15.5
2021-05-18 16 17
2021-05-18 20 17.5
2021-05-18 21 16
2021-05-18 22 15
2020-06-18 00 20
2020-06-18 01 20.25
2020-06-18 02 20
2020-06-18 03 16
2020-06-18 04 16
2020-06-18 05 14
2020-06-18 06 14
2020-06-18 08 13
2020-06-18 09 15.5
2020-06-18 10 21
2020-06-18 13 19
2020-06-18 14 15
2020-06-18 15 15
2020-06-18 16 15
2020-06-18 17 14.6
2020-06-18 18 14.5
2020-06-18 19 13
2020-06-18 20 12
2020-06-18 21 12
2020-06-18 22 12
2021-06-18 00 29
2021-06-18 01 12
2021-06-18 02 517.5
2021-06-18 03 706
2021-06-18 04 9
2021-06-18 05 8
2021-06-18 06 8
2021-06-18 07 7
2021-06-18 09 10
2021-06-18 10 11
2021-06-18 11 11
2021-06-18 13 14
2021-06-18 14 13
2021-06-18 15 13
2021-06-18 16 12
2021-06-18 18 15.6666666666667
2021-06-18 19 19.5
2021-06-18 22 205
2021-06-18 23 15.5
2020-07-18 02 8
2020-07-18 03 8
2020-07-18 04 10
2020-07-18 12 9.5
2020-07-18 13 8
2020-07-18 14 8
2020-07-18 15 8
2020-07-18 16 8
2020-07-18 17 8.4
2020-07-18 18 8
2020-07-18 19 8
2020-07-18 20 8
2020-07-18 21 8
2020-07-18 22 9.66666666666667
2020-07-18 23 8
2021-07-18 00 10
2021-07-18 03 52
2021-07-18 04 11
2021-07-18 07 11
2021-07-18 08 11
2021-07-18 09 10.3333333333333
2021-07-18 13 11
2021-07-18 14 11
2021-07-18 15 15
2021-07-18 16 9.33333333333333
2021-07-18 17 8.5
2021-07-18 18 10.5
2021-07-18 19 11
2021-07-18 20 14
2021-07-18 21 14
2020-08-18 00 6
2020-08-18 01 6
2020-08-18 02 8
2020-08-18 03 8
2020-08-18 07 6.66666666666667
2020-08-18 08 6
2020-08-18 09 6
2020-08-18 11 7.33333333333333
2020-08-18 12 16
2020-08-18 13 6
2020-08-18 14 6
2020-08-18 15 8
2020-08-18 17 9
2020-08-18 21 8
2020-08-18 23 7
2021-08-18 00 12
2021-08-18 01 11
2021-08-18 02 11.5
2021-08-18 03 11
2021-08-18 04 10
2021-08-18 05 10.5
2021-08-18 06 10
2021-08-18 07 10
2021-08-18 08 11
2021-08-18 09 11
2021-08-18 10 11
2021-08-18 11 11
2021-08-18 12 11
2021-08-18 13 11
2021-08-18 14 11.5
2021-08-18 15 14
2021-08-18 16 16
2021-08-18 17 17
2021-08-18 18 17
2021-08-18 19 17
2021-08-18 21 15
2020-09-18 00 15
2020-09-18 01 15
2020-09-18 02 14.5
2020-09-18 03 15
2020-09-18 05 15
2020-09-18 06 15.6666666666667
2020-09-18 08 15.5
2020-09-18 09 15
2020-09-18 10 16
2020-09-18 11 15
2020-09-18 13 15
2020-09-18 14 15
2020-09-18 15 15
2020-09-18 16 15
2020-09-18 17 15
2020-09-18 19 15
2020-09-18 23 15
2021-09-18 01 2
2021-09-18 06 5
2021-09-18 11 4
2021-09-18 18 3
2021-09-18 23 56
2020-10-18 00 12
2020-10-18 01 9
2020-10-18 02 9
2020-10-18 03 11.5
2020-10-18 04 9
2020-10-18 05 9
2020-10-18 06 9
2020-10-18 07 9
2020-10-18 09 9
2020-10-18 10 10.6666666666667
2020-10-18 11 11.5
2020-10-18 12 16
2020-10-18 13 9
2020-10-18 15 11.5
2020-10-18 17 9
2020-10-18 18 9
2020-10-18 20 15
2020-10-18 21 15
2020-10-18 22 9
2020-10-18 23 16
2021-10-18 01 10
2021-10-18 02 10
2021-10-18 03 9
2021-10-18 04 6
2021-10-18 06 9
2021-10-18 07 11
2021-10-18 08 11
2021-10-18 10 11
2021-10-18 11 9
2021-10-18 12 12
2021-10-18 14 9.66666666666667
2021-10-18 16 7
2021-10-18 17 7
2021-10-18 18 13
2021-10-18 19 9
2021-10-18 20 13
2021-10-18 22 18
2021-10-18 23 176
2020-11-18 02 31
2020-11-18 04 28
2020-11-18 05 26.3333333333333
2020-11-18 06 27
2020-11-18 07 25.8571428571429
2020-11-18 12 32
2020-11-18 13 34
2020-11-18 14 34
2020-11-18 15 32.6666666666667
2020-11-18 16 33.6666666666667
2020-11-18 18 36.3333333333333
2020-11-18 19 33
2020-11-18 21 36
2020-11-18 22 36.5
2020-11-18 23 36.5
2021-11-18 01 6
2021-11-18 03 6
2021-11-18 04 6
2021-11-18 06 7.5
2021-11-18 07 9
2021-11-18 08 8.5
2021-11-18 11 10
2021-11-18 15 13
2021-11-18 16 13
2021-11-18 18 12
2021-11-18 20 13
2021-11-18 21 13
2021-11-18 22 12
2021-11-18 23 14
2020-12-18 00 19
2020-12-18 01 19
2020-12-18 02 19
2020-12-18 03 19
2020-12-18 04 23
2020-12-18 05 22
2020-12-18 06 22.5
2020-12-18 07 22.5
2020-12-18 11 28
2020-12-18 13 29.6666666666667
2020-12-18 14 29
2020-12-18 15 28
2020-12-18 16 27
2020-12-18 17 26
2020-12-18 22 28.3333333333333
2020-12-18 23 29
2021-12-18 00 4
2021-12-18 18 5
2021-12-18 19 5
2021-12-18 20 5
2021-12-18 21 5
2021-12-18 22 5
2021-12-18 23 5
2020-01-19 00 949
2020-01-19 01 818.666666666667
2020-01-19 02 753.25
2020-01-19 03 728.25
2020-01-19 04 822.6
2020-01-19 05 832.75
2020-01-19 06 923.833333333333
2020-01-19 07 851
2020-01-19 08 784.5
2020-01-19 09 860.75
2020-01-19 10 666
2020-01-19 11 817.416666666667
2020-01-19 12 754.666666666667
2020-01-19 13 919.75
2020-01-19 14 797.25
2020-01-19 15 892
2020-01-19 16 884.166666666667
2020-01-19 17 865.25
2020-01-19 18 909.25
2020-01-19 19 821.7
2020-01-19 20 715.333333333333
2020-01-19 21 684.833333333333
2020-01-19 22 860.75
2020-01-19 23 737.583333333333
2021-01-19 00 22
2021-01-19 02 29
2021-01-19 04 33
2021-01-19 06 38.2
2021-01-19 09 40
2021-01-19 10 50
2021-01-19 11 40
2021-01-19 12 43
2021-01-19 13 37
2021-01-19 14 38
2021-01-19 15 43
2021-01-19 16 56
2021-01-19 19 50.3333333333333
2021-01-19 20 50
2021-01-19 21 45
2020-02-19 00 77
2020-02-19 02 72
2020-02-19 03 67
2020-02-19 04 76
2020-02-19 05 74
2020-02-19 06 77
2020-02-19 07 76.5
2020-02-19 08 72
2020-02-19 09 73.6666666666667
2020-02-19 10 71
2020-02-19 11 74
2020-02-19 12 74
2020-02-19 13 72
2020-02-19 14 73
2020-02-19 15 70
2020-02-19 16 66.5
2020-02-19 17 65
2020-02-19 20 56
2020-02-19 21 62
2020-02-19 22 60
2020-02-19 23 63.75
2020-03-19 01 42
2020-03-19 02 42
2020-03-19 03 41
2020-03-19 05 41.5
2020-03-19 06 40.3333333333333
2020-03-19 07 40
2020-03-19 08 41
2020-03-19 09 43
2020-03-19 11 43
2020-03-19 12 42.5
2020-03-19 13 50
2020-03-19 14 41
2020-03-19 16 41.5
2020-03-19 18 39
2020-03-19 21 44
2020-03-19 22 50
2020-03-19 23 49
2020-04-19 00 34
2020-04-19 02 32
2020-04-19 03 34
2020-04-19 04 36
2020-04-19 05 34.6666666666667
2020-04-19 07 36
2020-04-19 08 35.5
2020-04-19 09 38
2020-04-19 10 37
2020-04-19 11 37.6666666666667
2020-04-19 12 36
2020-04-19 13 34
2020-04-19 16 28.75
2020-04-19 18 31.2
2020-04-19 19 31
2020-04-19 20 32
2020-04-19 21 32
2020-04-19 22 33.5
2021-04-19 00 18
2021-04-19 03 21
2021-04-19 04 21
2021-04-19 05 21
2021-04-19 06 22.5
2021-04-19 07 22
2021-04-19 08 21.5
2021-04-19 09 21
2021-04-19 11 20
2021-04-19 12 20
2021-04-19 13 19
2021-04-19 14 20
2021-04-19 15 19
2021-04-19 16 19
2021-04-19 17 18
2021-04-19 19 17.5
2021-04-19 20 17
2021-04-19 21 16
2021-04-19 22 17
2021-04-19 23 16
2020-05-19 01 18
2020-05-19 02 18
2020-05-19 03 17
2020-05-19 05 18
2020-05-19 06 15.5
2020-05-19 08 14
2020-05-19 09 15
2020-05-19 10 14.5
2020-05-19 11 14
2020-05-19 12 14
2020-05-19 13 12
2020-05-19 14 13
2020-05-19 16 11
2020-05-19 17 11
2020-05-19 20 11
2020-05-19 21 11.5
2020-05-19 22 12
2020-05-19 23 12
2021-05-19 01 11
2021-05-19 02 10.5
2021-05-19 04 10
2021-05-19 05 10
2021-05-19 07 10
2021-05-19 12 12
2021-05-19 13 14
2021-05-19 15 12.3333333333333
2021-05-19 19 10
2021-05-19 20 9.5
2021-05-19 21 9.5
2021-05-19 22 74
2020-06-19 00 11
2020-06-19 02 11
2020-06-19 03 17
2020-06-19 04 11
2020-06-19 05 11
2020-06-19 07 11
2020-06-19 09 11
2020-06-19 10 10
2020-06-19 11 10
2020-06-19 13 10
2020-06-19 15 9
2020-06-19 17 11
2020-06-19 18 11.3333333333333
2020-06-19 19 15
2020-06-19 21 22
2020-06-19 23 22.6666666666667
2021-06-19 00 170
2021-06-19 01 11
2021-06-19 02 25.5
2021-06-19 03 19.75
2021-06-19 04 505
2021-06-19 05 21
2021-06-19 06 28
2021-06-19 07 29.5
2021-06-19 09 30.25
2021-06-19 10 29.6666666666667
2021-06-19 11 31
2021-06-19 13 29
2021-06-19 15 38
2021-06-19 17 18
2021-06-19 18 15
2021-06-19 19 15
2021-06-19 20 14
2021-06-19 21 14
2021-06-19 22 20.5
2020-07-19 00 8
2020-07-19 01 8
2020-07-19 02 9
2020-07-19 12 7
2020-07-19 18 11
2020-07-19 19 13
2020-07-19 20 14
2020-07-19 21 20.5
2020-07-19 22 18
2020-07-19 23 17
2021-07-19 01 13
2021-07-19 02 9
2021-07-19 05 12
2021-07-19 06 9.5
2021-07-19 07 11
2021-07-19 08 9
2021-07-19 09 11
2021-07-19 13 9
2021-07-19 15 11
2021-07-19 18 12
2021-07-19 19 12
2021-07-19 21 10
2021-07-19 22 11
2021-07-19 23 13
2020-08-19 00 10.4
2020-08-19 01 10
2020-08-19 02 8.5
2020-08-19 03 8
2020-08-19 07 8
2020-08-19 08 8
2020-08-19 09 6
2020-08-19 11 6
2020-08-19 12 8
2020-08-19 13 6
2020-08-19 15 6
2020-08-19 16 6.8
2020-08-19 18 10.1666666666667
2020-08-19 20 6
2020-08-19 21 11
2020-08-19 23 7
2021-08-19 00 14
2021-08-19 02 12
2021-08-19 03 12
2021-08-19 04 11
2021-08-19 05 13
2021-08-19 06 11.6666666666667
2021-08-19 08 11
2021-08-19 09 11
2021-08-19 10 11
2021-08-19 11 11.3333333333333
2021-08-19 12 10.6666666666667
2021-08-19 13 11.3333333333333
2021-08-19 14 10
2021-08-19 15 10
2021-08-19 18 12
2021-08-19 21 14
2021-08-19 22 12.5
2021-08-19 23 11
2020-09-19 00 15
2020-09-19 01 15
2020-09-19 02 15
2020-09-19 03 15
2020-09-19 05 15
2020-09-19 06 14
2020-09-19 07 14
2020-09-19 10 14.3333333333333
2020-09-19 11 14.3333333333333
2020-09-19 15 11
2020-09-19 16 11
2020-09-19 17 10
2020-09-19 18 15
2020-09-19 21 14
2020-09-19 22 10
2020-09-19 23 13.5
2021-09-19 06 2
2021-09-19 09 2
2021-09-19 10 2
2021-09-19 11 2
2021-09-19 12 2
2021-09-19 13 2
2021-09-19 14 2
2021-09-19 15 2
2021-09-19 16 3
2021-09-19 17 3.33333333333333
2021-09-19 18 3
2021-09-19 19 2.66666666666667
2021-09-19 20 3
2021-09-19 21 3
2021-09-19 22 3
2020-10-19 01 15
2020-10-19 02 15
2020-10-19 03 14
2020-10-19 06 7
2020-10-19 12 7
2020-10-19 13 7
2020-10-19 14 7
2020-10-19 16 7
2020-10-19 17 11.5
2020-10-19 18 13
2020-10-19 19 10
2020-10-19 21 9
2020-10-19 22 7
2020-10-19 23 7
2021-10-19 02 151
2021-10-19 03 119
2021-10-19 04 7.66666666666667
2021-10-19 07 8.33333333333333
2021-10-19 09 6
2021-10-19 11 6
2021-10-19 12 8
2021-10-19 13 10
2021-10-19 14 6.5
2021-10-19 15 9
2021-10-19 16 9
2021-10-19 19 10
2021-10-19 20 7
2021-10-19 21 10.5
2021-10-19 23 13.5
2020-11-19 00 37.25
2020-11-19 02 37.5
2020-11-19 03 38
2020-11-19 04 38
2020-11-19 05 38
2020-11-19 08 44
2020-11-19 11 46
2020-11-19 12 40
2020-11-19 13 41
2020-11-19 14 44
2020-11-19 16 46
2020-11-19 17 43
2020-11-19 20 41
2020-11-19 23 36
2021-11-19 00 11
2021-11-19 01 13
2021-11-19 02 14
2021-11-19 05 12
2021-11-19 07 12
2021-11-19 09 10
2021-11-19 11 9
2021-11-19 12 10.5
2021-11-19 13 11.3333333333333
2021-11-19 14 12
2021-11-19 15 10
2021-11-19 16 11
2021-11-19 17 11.5
2021-11-19 18 10
2021-11-19 19 11
2021-11-19 20 10.6666666666667
2021-11-19 21 9
2020-12-19 00 33.5
2020-12-19 02 31
2020-12-19 03 31.5
2020-12-19 04 32
2020-12-19 05 32
2020-12-19 06 32.5
2020-12-19 07 32
2020-12-19 08 33
2020-12-19 09 33
2020-12-19 10 34
2020-12-19 11 33
2020-12-19 12 34
2020-12-19 13 34
2020-12-19 14 33
2020-12-19 16 31
2020-12-19 17 30.5
2020-12-19 18 31
2020-12-19 19 29
2020-12-19 20 30
2020-12-19 23 33
2021-12-19 00 5
2021-12-19 01 5
2021-12-19 02 5
2021-12-19 03 5
2021-12-19 04 5
2021-12-19 05 3.5
2021-12-19 08 3
2021-12-19 16 3
2021-12-19 17 3
2020-01-20 00 654.333333333333
